high_freq_ratio,spectral_centroid,dominant_freq,spectral_entropy,signal_std,label,path,dim
0.3939239432297888,0.148801854114581,0.0035714285714285713,0.8110284165887091,0.6523907641827107,failure,/l/users/ali.abouzeid/interp/roboticAttack-1/rollouts/origin/libero_object/2026_01_05-14_58_22/2026_01_05-14_58_22--episode=1--success=False--task=pick_up_the_alphabet_soup_and_place_it_in_the_bask_entropy.json,0
0.44433811098973824,0.17483758964084858,0.017857142857142856,0.8426999238870718,0.5573424716486407,failure,/l/users/ali.abouzeid/interp/roboticAttack-1/rollouts/origin/libero_object/2026_01_05-14_58_22/2026_01_05-14_58_22--episode=1--success=False--task=pick_up_the_alphabet_soup_and_place_it_in_the_bask_entropy.json,1
0.5243167199160278,0.1744087992320245,0.0035714285714285713,0.8714884492978413,0.5962359088674622,failure,/l/users/ali.abouzeid/interp/roboticAttack-1/rollouts/origin/libero_object/2026_01_05-14_58_22/2026_01_05-14_58_22--episode=1--success=False--task=pick_up_the_alphabet_soup_and_place_it_in_the_bask_entropy.json,2
0.7130590311753762,0.24265886166603284,0.049999999999999996,0.9214881260580723,0.39563459753861807,failure,/l/users/ali.abouzeid/interp/roboticAttack-1/rollouts/origin/libero_object/2026_01_05-14_58_22/2026_01_05-14_58_22--episode=1--success=False--task=pick_up_the_alphabet_soup_and_place_it_in_the_bask_entropy.json,3
0.5161832015259026,0.196456419873956,0.04285714285714286,0.9129306685130685,0.545131090463896,failure,/l/users/ali.abouzeid/interp/roboticAttack-1/rollouts/origin/libero_object/2026_01_05-14_58_22/2026_01_05-14_58_22--episode=1--success=False--task=pick_up_the_alphabet_soup_and_place_it_in_the_bask_entropy.json,4
0.6219750313238762,0.21750821592364733,0.0035714285714285713,0.8989199448305427,0.5214465937040571,failure,/l/users/ali.abouzeid/interp/roboticAttack-1/rollouts/origin/libero_object/2026_01_05-14_58_22/2026_01_05-14_58_22--episode=1--success=False--task=pick_up_the_alphabet_soup_and_place_it_in_the_bask_entropy.json,5
0.7369086343141719,0.2544624006328433,0.049999999999999996,0.9223022129562679,0.12227970182265259,failure,/l/users/ali.abouzeid/interp/roboticAttack-1/rollouts/origin/libero_object/2026_01_05-14_58_22/2026_01_05-14_58_22--episode=1--success=False--task=pick_up_the_alphabet_soup_and_place_it_in_the_bask_entropy.json,6
0.5969693395954261,0.22818815495198613,0.00684931506849315,0.8885668349373542,0.6567528515406952,success,/l/users/ali.abouzeid/interp/roboticAttack-1/rollouts/origin/libero_object/2026_01_05-14_58_22/2026_01_05-14_58_22--episode=10--success=True--task=pick_up_the_alphabet_soup_and_place_it_in_the_bask_entropy.json,0
0.6330793101607752,0.2152329571713269,0.02054794520547945,0.8734862005618821,0.5336031341980405,success,/l/users/ali.abouzeid/interp/roboticAttack-1/rollouts/origin/libero_object/2026_01_05-14_58_22/2026_01_05-14_58_22--episode=10--success=True--task=pick_up_the_alphabet_soup_and_place_it_in_the_bask_entropy.json,1
0.44436949610576043,0.1677384610256607,0.02054794520547945,0.862634473506629,0.5674627222153901,success,/l/users/ali.abouzeid/interp/roboticAttack-1/rollouts/origin/libero_object/2026_01_05-14_58_22/2026_01_05-14_58_22--episode=10--success=True--task=pick_up_the_alphabet_soup_and_place_it_in_the_bask_entropy.json,2
0.6799053258374052,0.2240602702281246,0.0136986301369863,0.8990561844598713,0.3879874796594439,success,/l/users/ali.abouzeid/interp/roboticAttack-1/rollouts/origin/libero_object/2026_01_05-14_58_22/2026_01_05-14_58_22--episode=10--success=True--task=pick_up_the_alphabet_soup_and_place_it_in_the_bask_entropy.json,3
0.6735778975574978,0.24463814462894692,0.273972602739726,0.9030516604294792,0.5350346413281799,success,/l/users/ali.abouzeid/interp/roboticAttack-1/rollouts/origin/libero_object/2026_01_05-14_58_22/2026_01_05-14_58_22--episode=10--success=True--task=pick_up_the_alphabet_soup_and_place_it_in_the_bask_entropy.json,4
0.6092479457111605,0.2299693104728858,0.0136986301369863,0.8694065201338642,0.46038547930514523,success,/l/users/ali.abouzeid/interp/roboticAttack-1/rollouts/origin/libero_object/2026_01_05-14_58_22/2026_01_05-14_58_22--episode=10--success=True--task=pick_up_the_alphabet_soup_and_place_it_in_the_bask_entropy.json,5
0.7257082180827578,0.25706971700067327,0.5,0.9538884097744981,0.049242438256628315,success,/l/users/ali.abouzeid/interp/roboticAttack-1/rollouts/origin/libero_object/2026_01_05-14_58_22/2026_01_05-14_58_22--episode=10--success=True--task=pick_up_the_alphabet_soup_and_place_it_in_the_bask_entropy.json,6
0.44660808510160926,0.1889397970044069,0.07142857142857144,0.88021823813405,0.59522737362449,success,/l/users/ali.abouzeid/interp/roboticAttack-1/rollouts/origin/libero_object/2026_01_05-14_58_22/2026_01_05-14_58_22--episode=2--success=True--task=pick_up_the_alphabet_soup_and_place_it_in_the_bask_entropy.json,0
0.552823489016447,0.20643060342151578,0.01948051948051948,0.8764583402808465,0.5439913953602303,success,/l/users/ali.abouzeid/interp/roboticAttack-1/rollouts/origin/libero_object/2026_01_05-14_58_22/2026_01_05-14_58_22--episode=2--success=True--task=pick_up_the_alphabet_soup_and_place_it_in_the_bask_entropy.json,1
0.3585053172004213,0.14485652177093897,0.012987012987012988,0.8183208627973073,0.5554967900421106,success,/l/users/ali.abouzeid/interp/roboticAttack-1/rollouts/origin/libero_object/2026_01_05-14_58_22/2026_01_05-14_58_22--episode=2--success=True--task=pick_up_the_alphabet_soup_and_place_it_in_the_bask_entropy.json,2
0.5781369299089983,0.20860347858909814,0.045454545454545456,0.9124805090492911,0.3662049852014833,success,/l/users/ali.abouzeid/interp/roboticAttack-1/rollouts/origin/libero_object/2026_01_05-14_58_22/2026_01_05-14_58_22--episode=2--success=True--task=pick_up_the_alphabet_soup_and_place_it_in_the_bask_entropy.json,3
0.5979564187997308,0.21003187507342574,0.012987012987012988,0.8974895668671912,0.5426413532917372,success,/l/users/ali.abouzeid/interp/roboticAttack-1/rollouts/origin/libero_object/2026_01_05-14_58_22/2026_01_05-14_58_22--episode=2--success=True--task=pick_up_the_alphabet_soup_and_place_it_in_the_bask_entropy.json,4
0.6307127827631467,0.2237325412792814,0.012987012987012988,0.8776124612582156,0.4962340413088957,success,/l/users/ali.abouzeid/interp/roboticAttack-1/rollouts/origin/libero_object/2026_01_05-14_58_22/2026_01_05-14_58_22--episode=2--success=True--task=pick_up_the_alphabet_soup_and_place_it_in_the_bask_entropy.json,5
0.642093104684156,0.23669650356707111,0.006493506493506494,0.9391597051843502,0.04293620727434281,success,/l/users/ali.abouzeid/interp/roboticAttack-1/rollouts/origin/libero_object/2026_01_05-14_58_22/2026_01_05-14_58_22--episode=2--success=True--task=pick_up_the_alphabet_soup_and_place_it_in_the_bask_entropy.json,6
0.6175378897090559,0.2299392436277007,0.14492753623188406,0.8842069464513456,0.5661581136548174,success,/l/users/ali.abouzeid/interp/roboticAttack-1/rollouts/origin/libero_object/2026_01_05-14_58_22/2026_01_05-14_58_22--episode=3--success=True--task=pick_up_the_alphabet_soup_and_place_it_in_the_bask_entropy.json,0
0.488586304084282,0.17900357754613921,0.028985507246376812,0.856043766919207,0.5455056102404061,success,/l/users/ali.abouzeid/interp/roboticAttack-1/rollouts/origin/libero_object/2026_01_05-14_58_22/2026_01_05-14_58_22--episode=3--success=True--task=pick_up_the_alphabet_soup_and_place_it_in_the_bask_entropy.json,1
0.5383695886145968,0.19532581368366805,0.014492753623188406,0.8931049788157985,0.5349046381063898,success,/l/users/ali.abouzeid/interp/roboticAttack-1/rollouts/origin/libero_object/2026_01_05-14_58_22/2026_01_05-14_58_22--episode=3--success=True--task=pick_up_the_alphabet_soup_and_place_it_in_the_bask_entropy.json,2
0.5695287763811767,0.19881803883053473,0.057971014492753624,0.8622949877548487,0.4198774781545026,success,/l/users/ali.abouzeid/interp/roboticAttack-1/rollouts/origin/libero_object/2026_01_05-14_58_22/2026_01_05-14_58_22--episode=3--success=True--task=pick_up_the_alphabet_soup_and_place_it_in_the_bask_entropy.json,3
0.6570356046225857,0.22600929962593003,0.014492753623188406,0.8614548482777182,0.6016290786039518,success,/l/users/ali.abouzeid/interp/roboticAttack-1/rollouts/origin/libero_object/2026_01_05-14_58_22/2026_01_05-14_58_22--episode=3--success=True--task=pick_up_the_alphabet_soup_and_place_it_in_the_bask_entropy.json,4
0.5764553192031231,0.21863547137106393,0.050724637681159424,0.9238014596601274,0.5371504242665606,success,/l/users/ali.abouzeid/interp/roboticAttack-1/rollouts/origin/libero_object/2026_01_05-14_58_22/2026_01_05-14_58_22--episode=3--success=True--task=pick_up_the_alphabet_soup_and_place_it_in_the_bask_entropy.json,5
0.6869230319482863,0.24397461627591716,0.036231884057971016,0.9960212898334058,0.016200649614035553,success,/l/users/ali.abouzeid/interp/roboticAttack-1/rollouts/origin/libero_object/2026_01_05-14_58_22/2026_01_05-14_58_22--episode=3--success=True--task=pick_up_the_alphabet_soup_and_place_it_in_the_bask_entropy.json,6
0.36603957424682915,0.14421586905259412,0.010714285714285714,0.8411602731687089,0.496060750397331,failure,/l/users/ali.abouzeid/interp/roboticAttack-1/rollouts/origin/libero_object/2026_01_05-14_58_22/2026_01_05-14_58_22--episode=4--success=False--task=pick_up_the_alphabet_soup_and_place_it_in_the_bask_entropy.json,0
0.3630343964521699,0.13655040819898165,0.007142857142857143,0.8055672860072056,0.4062713233371151,failure,/l/users/ali.abouzeid/interp/roboticAttack-1/rollouts/origin/libero_object/2026_01_05-14_58_22/2026_01_05-14_58_22--episode=4--success=False--task=pick_up_the_alphabet_soup_and_place_it_in_the_bask_entropy.json,1
0.33084799652226077,0.12273508683971211,0.0035714285714285713,0.6702041311474766,0.513844690599317,failure,/l/users/ali.abouzeid/interp/roboticAttack-1/rollouts/origin/libero_object/2026_01_05-14_58_22/2026_01_05-14_58_22--episode=4--success=False--task=pick_up_the_alphabet_soup_and_place_it_in_the_bask_entropy.json,2
0.6131896613383467,0.22472528059583183,0.0035714285714285713,0.9251023703680121,0.2824722252440146,failure,/l/users/ali.abouzeid/interp/roboticAttack-1/rollouts/origin/libero_object/2026_01_05-14_58_22/2026_01_05-14_58_22--episode=4--success=False--task=pick_up_the_alphabet_soup_and_place_it_in_the_bask_entropy.json,3
0.41960580531191966,0.14232660102864142,0.0035714285714285713,0.7648769871187102,0.4681640363600235,failure,/l/users/ali.abouzeid/interp/roboticAttack-1/rollouts/origin/libero_object/2026_01_05-14_58_22/2026_01_05-14_58_22--episode=4--success=False--task=pick_up_the_alphabet_soup_and_place_it_in_the_bask_entropy.json,4
0.4609975252000562,0.1695033500239394,0.0035714285714285713,0.8142693632024027,0.36441299425049667,failure,/l/users/ali.abouzeid/interp/roboticAttack-1/rollouts/origin/libero_object/2026_01_05-14_58_22/2026_01_05-14_58_22--episode=4--success=False--task=pick_up_the_alphabet_soup_and_place_it_in_the_bask_entropy.json,5
